"iteration","lambda1","lambda2"
5832,0.3219546646,0.5880746075
5833,0.3219546646,0.5880746075
5834,0.3219546646,0.5880746075
5835,0.3219546646,0.5880746075
5836,0.3219546646,0.5880746075
5837,0.3219546646,0.5880746075
5838,0.3219546646,0.5880746075
5839,0.3219546646,0.5880746075
5840,0.3219546646,0.5880746075
5841,0.3284361363,0.5813961421
5842,0.3069977133,0.5638005914
5843,0.3016806777,0.564926063
5844,0.300814823,0.5543497021
5845,0.300814823,0.5543497021
5846,0.2970092483,0.5404300839
5847,0.2886074911,0.5354344811
5848,0.2886074911,0.5354344811
5849,0.2930964755,0.5465291631
5850,0.2930964755,0.5465291631
5851,0.2930964755,0.5465291631
5852,0.2930964755,0.5465291631
5853,0.2930964755,0.5465291631
5854,0.2930964755,0.5465291631
5855,0.2930964755,0.5465291631
5856,0.2930964755,0.5465291631
5857,0.2930964755,0.5465291631
5858,0.2930964755,0.5465291631
5859,0.2930964755,0.5465291631
5860,0.289466103,0.55438042
5861,0.2934776909,0.5660428909
5862,0.2934776909,0.5660428909
5863,0.2934776909,0.5660428909
5864,0.2934776909,0.5660428909
5865,0.2934776909,0.5660428909
5866,0.297401656,0.565731724
5867,0.297401656,0.565731724
5868,0.297401656,0.565731724
5869,0.297401656,0.565731724
5870,0.2964796678,0.5778684349
5871,0.2933358403,0.582479597
5872,0.2991009957,0.5903197543
5873,0.2989845012,0.5840837545
5874,0.3164816623,0.5724909455
5875,0.3077031506,0.5782419601
5876,0.3077031506,0.5782419601
5877,0.2997581975,0.5904397951
5878,0.2997581975,0.5904397951
5879,0.3035029326,0.5790701752
5880,0.3149642282,0.553953463
5881,0.3149642282,0.553953463
5882,0.3149642282,0.553953463
5883,0.3149642282,0.553953463
5884,0.3006098042,0.56006894
5885,0.3006098042,0.56006894
5886,0.291396017,0.5543854909
5887,0.317336872,0.5696279651
5888,0.3220547129,0.5489734705
5889,0.3220547129,0.5489734705
5890,0.3220547129,0.5489734705
5891,0.3132171965,0.5510595497
5892,0.3132171965,0.5510595497
5893,0.2996019995,0.5749673692
5894,0.306653589,0.557249382
5895,0.3253455641,0.5322953548
5896,0.3236809433,0.5085815746
5897,0.3236809433,0.5085815746
5898,0.3236809433,0.5085815746
5899,0.2734869579,0.5397670272
5900,0.271600958,0.5356599709
5901,0.271600958,0.5356599709
5902,0.271600958,0.5356599709
5903,0.271600958,0.5356599709
5904,0.2881186488,0.5612471357
5905,0.2881186488,0.5612471357
5906,0.2833423901,0.5675536385
5907,0.2828501567,0.5592013546
5908,0.3160582846,0.5842294675
5909,0.3212796877,0.5565139265
5910,0.3114872894,0.5724709611
5911,0.3114872894,0.5724709611
5912,0.2914005657,0.5859582669
5913,0.2705097907,0.5962937157
5914,0.2705097907,0.5962937157
5915,0.2834689671,0.5981428759
5916,0.2878459026,0.6180499402
5917,0.2878459026,0.6180499402
5918,0.2786262493,0.6025623828
5919,0.2786262493,0.6025623828
5920,0.2786262493,0.6025623828
5921,0.3001679579,0.6126161781
5922,0.2838948593,0.6060431061
5923,0.2838948593,0.6060431061
5924,0.2838948593,0.6060431061
5925,0.2838948593,0.6060431061
5926,0.2864099891,0.5816213819
5927,0.2935302825,0.5722317085
5928,0.2985961251,0.5724665171
5929,0.2985961251,0.5724665171
5930,0.2985961251,0.5724665171
5931,0.2985961251,0.5724665171
5932,0.2985961251,0.5724665171
5933,0.2985961251,0.5724665171
5934,0.3391719856,0.5615097866
5935,0.3391719856,0.5615097866
5936,0.3391719856,0.5615097866
5937,0.3078089605,0.5463294736
5938,0.3078089605,0.5463294736
5939,0.3223056969,0.560935532
5940,0.3223056969,0.560935532
5941,0.295767878,0.5727847515
5942,0.295767878,0.5727847515
5943,0.2928567904,0.5765572383
5944,0.2928567904,0.5765572383
5945,0.2818065499,0.5980359206
5946,0.2818065499,0.5980359206
5947,0.3090299075,0.5954463675
5948,0.3172723454,0.6130607911
5949,0.3172723454,0.6130607911
5950,0.3053129767,0.5874774386
5951,0.2989001932,0.5628480993
5952,0.3061012462,0.5761745783
5953,0.3169180417,0.5894619843
5954,0.3169180417,0.5894619843
5955,0.3169180417,0.5894619843
5956,0.3158860955,0.5949329613
5957,0.3158860955,0.5949329613
5958,0.3158860955,0.5949329613
5959,0.3158860955,0.5949329613
5960,0.3292067245,0.5784714464
5961,0.3228974619,0.5730848437
5962,0.3228974619,0.5730848437
5963,0.3293940221,0.5770821225
5964,0.3401718539,0.5863478574
5965,0.3401718539,0.5863478574
5966,0.3401718539,0.5863478574
5967,0.314901677,0.5599931036
5968,0.314901677,0.5599931036
5969,0.314901677,0.5599931036
5970,0.314901677,0.5599931036
5971,0.309531004,0.572795386
5972,0.309531004,0.572795386
5973,0.3056634158,0.5757096772
5974,0.3238901052,0.5683998974
5975,0.3306217056,0.57442228
5976,0.3306217056,0.57442228
5977,0.3306217056,0.57442228
5978,0.3306217056,0.57442228
5979,0.3306217056,0.57442228
5980,0.3243225845,0.5727904792
5981,0.3243225845,0.5727904792
5982,0.3243225845,0.5727904792
5983,0.3243225845,0.5727904792
5984,0.3243225845,0.5727904792
5985,0.3117340467,0.5762025993
5986,0.3117340467,0.5762025993
5987,0.3238546566,0.5807032165
5988,0.3241374028,0.5857066943
5989,0.3241374028,0.5857066943
5990,0.3349818355,0.5708109388
5991,0.3180385329,0.5541012069
5992,0.3180385329,0.5541012069
5993,0.3180385329,0.5541012069
5994,0.3288666739,0.5510281035
5995,0.3141169113,0.5721911703
5996,0.3149642918,0.5842482033
5997,0.3149642918,0.5842482033
5998,0.3149642918,0.5842482033
5999,0.3149642918,0.5842482033
6000,0.305047251,0.601004481
6001,0.305047251,0.601004481
6002,0.305047251,0.601004481
6003,0.305047251,0.601004481
6004,0.305047251,0.601004481
6005,0.3214594453,0.5699786314
6006,0.3214594453,0.5699786314
6007,0.3206364967,0.5986520239
6008,0.3206364967,0.5986520239
6009,0.314162707,0.6019452236
6010,0.314162707,0.6019452236
6011,0.3140679476,0.5819586246
6012,0.321913715,0.5749287529
6013,0.321913715,0.5749287529
6014,0.325541429,0.5834985819
6015,0.325541429,0.5834985819
6016,0.325541429,0.5834985819
6017,0.321625346,0.5813247996
6018,0.321625346,0.5813247996
6019,0.3320780754,0.5656244116
6020,0.3320780754,0.5656244116
6021,0.3191350535,0.5683450727
6022,0.3191350535,0.5683450727
6023,0.3230979843,0.5641832353
6024,0.3230979843,0.5641832353
6025,0.3230979843,0.5641832353
6026,0.3204796064,0.5622098972
6027,0.3362847566,0.5686221959
6028,0.3362847566,0.5686221959
6029,0.3364886791,0.5746341827
6030,0.347778981,0.5680574179
6031,0.3467136781,0.5574793282
6032,0.3467136781,0.5574793282
6033,0.3519274882,0.5443563616
6034,0.3519274882,0.5443563616
6035,0.3519274882,0.5443563616
6036,0.3470313744,0.5286604904
6037,0.3429980994,0.5251288352
6038,0.3295864353,0.5396017482
6039,0.3295864353,0.5396017482
6040,0.3295864353,0.5396017482
6041,0.3295864353,0.5396017482
6042,0.3295864353,0.5396017482
6043,0.3588745118,0.5203753742
6044,0.3588745118,0.5203753742
6045,0.3353910773,0.544146589
6046,0.3328042763,0.5618275771
6047,0.3328042763,0.5618275771
6048,0.3328042763,0.5618275771
6049,0.341349379,0.5449941946
6050,0.314171504,0.5523461137
6051,0.3255848805,0.5625621001
6052,0.3255848805,0.5625621001
6053,0.3125980261,0.5699397117
6054,0.3144320149,0.5883378623
6055,0.3184552687,0.6045756152
6056,0.3114549551,0.6010570671
6057,0.3114549551,0.6010570671
6058,0.3114549551,0.6010570671
6059,0.3114549551,0.6010570671
6060,0.320661065,0.5959275332
6061,0.320661065,0.5959275332
6062,0.3260030965,0.589746897
6063,0.3151947631,0.5919126092
6064,0.331663037,0.6152963572
6065,0.3411858524,0.609461634
6066,0.3411858524,0.609461634
6067,0.3411858524,0.609461634
6068,0.3411858524,0.609461634
6069,0.3559358803,0.5844491808
6070,0.3559358803,0.5844491808
6071,0.3510943943,0.5709043371
6072,0.349687199,0.5933030124
6073,0.3303374785,0.5823568367
6074,0.3350110052,0.5947306713
6075,0.3543195295,0.5757861352
6076,0.3312076356,0.5963695216
6077,0.3312076356,0.5963695216
6078,0.3312076356,0.5963695216
6079,0.3259439074,0.5688160145
6080,0.3366979877,0.5662153463
6081,0.3078794474,0.5681094617
6082,0.3078794474,0.5681094617
6083,0.3078794474,0.5681094617
6084,0.3268865146,0.5808950325
6085,0.3268865146,0.5808950325
6086,0.3079194343,0.5825067478
6087,0.3079194343,0.5825067478
6088,0.3285146134,0.5833944036
6089,0.3285146134,0.5833944036
6090,0.3285146134,0.5833944036
6091,0.3285146134,0.5833944036
6092,0.3285146134,0.5833944036
6093,0.3285146134,0.5833944036
6094,0.3308269202,0.5915282186
6095,0.3306170004,0.6052539686
6096,0.329997861,0.6031621425
6097,0.329997861,0.6031621425
6098,0.329997861,0.6031621425
6099,0.3243240275,0.5821304825
6100,0.3410230005,0.5550402623
6101,0.3351156361,0.5842475657
6102,0.3351156361,0.5842475657
6103,0.3478914266,0.5845066744
6104,0.3478914266,0.5845066744
6105,0.3478914266,0.5845066744
6106,0.3478914266,0.5845066744
6107,0.3331089291,0.5873251653
6108,0.3648810178,0.5963968997
6109,0.3648810178,0.5963968997
6110,0.3454780684,0.610991419
6111,0.3276812152,0.6256004828
6112,0.3276812152,0.6256004828
6113,0.3276812152,0.6256004828
6114,0.3175501133,0.6012704037
6115,0.3175501133,0.6012704037
6116,0.333170995,0.5779743106
6117,0.333170995,0.5779743106
6118,0.3082633615,0.565975189
6119,0.3082633615,0.565975189
6120,0.307399953,0.560103523
6121,0.307399953,0.560103523
6122,0.307399953,0.560103523
6123,0.2970285221,0.5346523105
6124,0.2970285221,0.5346523105
6125,0.2970285221,0.5346523105
6126,0.2970285221,0.5346523105
6127,0.3012531481,0.5313284708
6128,0.3050799109,0.5091336335
6129,0.3050799109,0.5091336335
6130,0.3316039893,0.5405347784
6131,0.3155176624,0.527675328
6132,0.3155176624,0.527675328
6133,0.3155176624,0.527675328
6134,0.3140717052,0.5348442139
6135,0.3113917579,0.5498603479
6136,0.3124057869,0.5604551014
6137,0.3124057869,0.5604551014
6138,0.3159003255,0.5734594799
6139,0.3159003255,0.5734594799
6140,0.3159003255,0.5734594799
6141,0.3159003255,0.5734594799
6142,0.3159003255,0.5734594799
6143,0.3159003255,0.5734594799
6144,0.3108819415,0.5520186313
6145,0.3108819415,0.5520186313
6146,0.3232974722,0.5498849722
6147,0.3080879862,0.5538027917
6148,0.291346409,0.5739111248
6149,0.291346409,0.5739111248
6150,0.291346409,0.5739111248
6151,0.3074121244,0.5775704617
6152,0.3074121244,0.5775704617
6153,0.309622132,0.5645056138
6154,0.309622132,0.5645056138
6155,0.2871663384,0.5757829741
6156,0.291134417,0.5501326417
6157,0.3064231904,0.5650306915
6158,0.2868200254,0.5904629555
6159,0.2868200254,0.5904629555
6160,0.2868200254,0.5904629555
6161,0.2868200254,0.5904629555
6162,0.2868200254,0.5904629555
6163,0.2806937393,0.6017250652
6164,0.2867213223,0.5844685532
6165,0.2894447646,0.5628469348
6166,0.2894447646,0.5628469348
6167,0.2802422197,0.5785329265
6168,0.2831150381,0.587331832
6169,0.2861965304,0.5730386131
6170,0.2861965304,0.5730386131
6171,0.2776532055,0.5783614105
6172,0.2776532055,0.5783614105
6173,0.2776532055,0.5783614105
6174,0.2860228758,0.5617059088
6175,0.2858019007,0.5659001145
6176,0.2814969373,0.5652981275
6177,0.2814969373,0.5652981275
6178,0.2791231775,0.566499659
6179,0.2791231775,0.566499659
6180,0.3037487037,0.5273363849
6181,0.3037487037,0.5273363849
6182,0.2818645865,0.5645270298
6183,0.2818645865,0.5645270298
6184,0.2818645865,0.5645270298
6185,0.2818645865,0.5645270298
6186,0.2818645865,0.5645270298
6187,0.2872788499,0.5675278241
6188,0.2872788499,0.5675278241
6189,0.2872788499,0.5675278241
6190,0.2878916363,0.5699599693
6191,0.2878916363,0.5699599693
6192,0.2850745082,0.5921398767
6193,0.2749419548,0.5982950957
6194,0.2749419548,0.5982950957
6195,0.2749419548,0.5982950957
6196,0.2749419548,0.5982950957
6197,0.3135672042,0.6064612711
6198,0.3135672042,0.6064612711
6199,0.3209097689,0.5814938055
6200,0.3243534105,0.580539822
6201,0.3243534105,0.580539822
6202,0.3243534105,0.580539822
6203,0.3243534105,0.580539822
6204,0.3225365284,0.5898923115
6205,0.3184592068,0.5882051461
6206,0.3184592068,0.5882051461
6207,0.3194235018,0.5815897241
6208,0.3194235018,0.5815897241
6209,0.3475219965,0.5660031964
6210,0.3477788117,0.5707743515
6211,0.3477788117,0.5707743515
6212,0.3477788117,0.5707743515
6213,0.3477788117,0.5707743515
6214,0.3477788117,0.5707743515
6215,0.3477788117,0.5707743515
6216,0.3477788117,0.5707743515
6217,0.3477788117,0.5707743515
6218,0.3412312733,0.5925951967
6219,0.3412312733,0.5925951967
6220,0.3526436891,0.5788003364
6221,0.3526436891,0.5788003364
6222,0.3526436891,0.5788003364
6223,0.3526436891,0.5788003364
6224,0.3526436891,0.5788003364
6225,0.3544648461,0.593670027
6226,0.3615890304,0.595817224
6227,0.372737149,0.5781122095
6228,0.372737149,0.5781122095
6229,0.3774721591,0.574558424
6230,0.3774721591,0.574558424
6231,0.3774721591,0.574558424
6232,0.3774721591,0.574558424
6233,0.3774721591,0.574558424
6234,0.3774721591,0.574558424
6235,0.3438478567,0.5810067763
6236,0.3636553102,0.5807110482
6237,0.3636553102,0.5807110482
6238,0.3636553102,0.5807110482
6239,0.3622355298,0.573493444
6240,0.3727895336,0.5601304473
6241,0.358666193,0.5515143901
6242,0.3605860076,0.5501858673
6243,0.3605860076,0.5501858673
6244,0.3681657982,0.5498433542
6245,0.344814082,0.567844408
6246,0.344814082,0.567844408
6247,0.3572026164,0.5667071937
6248,0.3572026164,0.5667071937
6249,0.3572026164,0.5667071937
6250,0.3588323056,0.5738380385
6251,0.3588323056,0.5738380385
6252,0.3588323056,0.5738380385
6253,0.3588323056,0.5738380385
6254,0.3512955241,0.5933201445
6255,0.3463178743,0.5940601176
6256,0.3463178743,0.5940601176
6257,0.3463178743,0.5940601176
6258,0.3463178743,0.5940601176
6259,0.3291108429,0.5821020422
6260,0.3218705413,0.5737253377
6261,0.3218705413,0.5737253377
6262,0.3218705413,0.5737253377
6263,0.3117787061,0.5713502839
6264,0.3138615394,0.5648050622
6265,0.3138615394,0.5648050622
6266,0.3246465954,0.5412564655
6267,0.3246465954,0.5412564655
6268,0.3246465954,0.5412564655
6269,0.3246465954,0.5412564655
6270,0.3246465954,0.5412564655
6271,0.3282657065,0.55021116
6272,0.3282657065,0.55021116
6273,0.3203455858,0.5476399663
6274,0.3619548075,0.5497842681
6275,0.3494615246,0.5783671688
6276,0.3494615246,0.5783671688
6277,0.3494615246,0.5783671688
6278,0.3182400358,0.5530727421
6279,0.3182400358,0.5530727421
6280,0.3182400358,0.5530727421
6281,0.3182400358,0.5530727421
6282,0.3182400358,0.5530727421
6283,0.3182400358,0.5530727421
6284,0.318285202,0.5710955302
6285,0.3209084954,0.5670052495
6286,0.3209084954,0.5670052495
6287,0.3149323757,0.5867040209
6288,0.3149323757,0.5867040209
6289,0.3149323757,0.5867040209
6290,0.3149323757,0.5867040209
6291,0.3031779752,0.5738142244
6292,0.3031779752,0.5738142244
6293,0.2872363888,0.5824971487
6294,0.2872363888,0.5824971487
6295,0.30787188,0.584147059
6296,0.2816705996,0.594602432
6297,0.2816705996,0.594602432
6298,0.2816705996,0.594602432
6299,0.2816705996,0.594602432
6300,0.2816705996,0.594602432
6301,0.2816705996,0.594602432
6302,0.2816705996,0.594602432
6303,0.2812602938,0.5805762045
6304,0.2812602938,0.5805762045
6305,0.2809280553,0.5849278741
6306,0.2809280553,0.5849278741
6307,0.299750457,0.5908339556
6308,0.299750457,0.5908339556
6309,0.2962105104,0.5869732396
6310,0.2962105104,0.5869732396
6311,0.2962105104,0.5869732396
6312,0.2989574017,0.5815131433
6313,0.2989574017,0.5815131433
6314,0.2989574017,0.5815131433
6315,0.3083336941,0.604654118
6316,0.2982748019,0.580186269
6317,0.3050758568,0.6157691882
6318,0.3050758568,0.6157691882
6319,0.3207186304,0.5987024988
6320,0.3207186304,0.5987024988
6321,0.2984333642,0.5819220395
6322,0.3195030223,0.6127053814
6323,0.3213755561,0.6138895057
6324,0.2978793585,0.6021185736
6325,0.3132970938,0.6054879966
6326,0.3132970938,0.6054879966
6327,0.3132970938,0.6054879966
6328,0.3045312538,0.5966187845
6329,0.3045312538,0.5966187845
6330,0.3045312538,0.5966187845
6331,0.3122718819,0.6084263757
6332,0.3201889934,0.5997471781
6333,0.3201889934,0.5997471781
6334,0.3201889934,0.5997471781
6335,0.3201889934,0.5997471781
6336,0.3316808347,0.6126694166
6337,0.3316808347,0.6126694166
6338,0.3390799277,0.607478357
6339,0.3473587431,0.5998733876
6340,0.3294822892,0.597468788
6341,0.3316557501,0.5827746167
6342,0.3274700944,0.5828731775
6343,0.3382914504,0.5752307964
6344,0.3382914504,0.5752307964
6345,0.3382914504,0.5752307964
6346,0.3378538465,0.6009452543
6347,0.3378538465,0.6009452543
6348,0.3491638873,0.5892458955
6349,0.3491638873,0.5892458955
6350,0.3428404402,0.5951055031
6351,0.3428404402,0.5951055031
6352,0.3428404402,0.5951055031
6353,0.3516583473,0.6021837229
6354,0.3516583473,0.6021837229
6355,0.349285717,0.6130212326
6356,0.349285717,0.6130212326
6357,0.3409088543,0.6215350704
6358,0.3409088543,0.6215350704
6359,0.3153643227,0.5837405653
6360,0.3153643227,0.5837405653
6361,0.3153643227,0.5837405653
6362,0.3153643227,0.5837405653
6363,0.3153643227,0.5837405653
6364,0.3147877254,0.5720547723
6365,0.3147877254,0.5720547723
6366,0.3330149819,0.5754250385
6367,0.334924719,0.5878414966
6368,0.328451688,0.5740320286
6369,0.3453413669,0.5424798092
6370,0.3389450125,0.5351475568
6371,0.3389450125,0.5351475568
6372,0.3389450125,0.5351475568
6373,0.3427093612,0.5381740823
6374,0.3534336934,0.5333374411
6375,0.3534336934,0.5333374411
6376,0.3534336934,0.5333374411
6377,0.3556401839,0.5382401581
6378,0.3556401839,0.5382401581
6379,0.3556401839,0.5382401581
6380,0.3556401839,0.5382401581
6381,0.3556401839,0.5382401581
6382,0.3556401839,0.5382401581
6383,0.3556401839,0.5382401581
6384,0.3387906344,0.5552779128
6385,0.3387906344,0.5552779128
6386,0.34534639,0.546000777
6387,0.34534639,0.546000777
6388,0.34534639,0.546000777
6389,0.347715415,0.5665242466
6390,0.347715415,0.5665242466
6391,0.3349272168,0.5595548955
6392,0.3382584825,0.5674906206
6393,0.3382584825,0.5674906206
6394,0.3420133195,0.5699921433
6395,0.3420133195,0.5699921433
6396,0.3573800399,0.5976787851
6397,0.3630869367,0.6025427536
6398,0.3630869367,0.6025427536
6399,0.3630869367,0.6025427536
6400,0.3630869367,0.6025427536
6401,0.3630869367,0.6025427536
6402,0.3630869367,0.6025427536
6403,0.3630869367,0.6025427536
6404,0.3630869367,0.6025427536
6405,0.3502114017,0.5997002386
6406,0.3502114017,0.5997002386
6407,0.3502114017,0.5997002386
6408,0.3502114017,0.5997002386
6409,0.3257073814,0.5802545762
6410,0.3245886104,0.5957574451
6411,0.3126255029,0.6218642078
6412,0.316564751,0.6220069872
6413,0.3123919436,0.6140085531
6414,0.3123919436,0.6140085531
6415,0.3123919436,0.6140085531
6416,0.3204060284,0.60074092
6417,0.3088574029,0.5898206719
6418,0.3088574029,0.5898206719
6419,0.3088574029,0.5898206719
6420,0.3069072875,0.5661609846
6421,0.3030429481,0.5923891898
6422,0.3030429481,0.5923891898
6423,0.3030429481,0.5923891898
6424,0.3030429481,0.5923891898
6425,0.3030429481,0.5923891898
6426,0.3007874841,0.5743317957
6427,0.3007874841,0.5743317957
6428,0.3109099283,0.572581799
6429,0.3109099283,0.572581799
6430,0.3109099283,0.572581799
6431,0.3109099283,0.572581799
6432,0.3273978688,0.5714608207
6433,0.3273978688,0.5714608207
6434,0.3291414897,0.5869289283
6435,0.324819865,0.570919639
6436,0.324819865,0.570919639
6437,0.324819865,0.570919639
6438,0.3330039892,0.5650142679
6439,0.3323118214,0.5514583043
6440,0.3323118214,0.5514583043
6441,0.3342085887,0.562868057
6442,0.3342085887,0.562868057
6443,0.3342085887,0.562868057
6444,0.3342085887,0.562868057
6445,0.3194107279,0.5670256662
6446,0.3194107279,0.5670256662
6447,0.3293608482,0.5494262422
6448,0.3293608482,0.5494262422
6449,0.3293608482,0.5494262422
6450,0.3293608482,0.5494262422
6451,0.3200794419,0.5547059975
6452,0.3200794419,0.5547059975
6453,0.3200794419,0.5547059975
6454,0.314852079,0.5754184952
6455,0.3187813983,0.5779475958
6456,0.3187813983,0.5779475958
6457,0.3245245149,0.5788501751
6458,0.3103388306,0.6021860557
6459,0.3103388306,0.6021860557
6460,0.3257533582,0.5935411818
6461,0.3257533582,0.5935411818
6462,0.3257533582,0.5935411818
6463,0.3257533582,0.5935411818
6464,0.3342044536,0.5621234537
6465,0.3357567506,0.5565950279
6466,0.336670518,0.582238112
6467,0.3120061435,0.6006166024
6468,0.3166536032,0.586275139
6469,0.3041345692,0.5897497215
6470,0.3363356955,0.5816050588
6471,0.3363356955,0.5816050588
6472,0.328069669,0.6016756572
6473,0.328069669,0.6016756572
6474,0.328069669,0.6016756572
6475,0.328069669,0.6016756572
6476,0.328069669,0.6016756572
6477,0.3193590195,0.6213550942
6478,0.3193590195,0.6213550942
6479,0.3264763216,0.6112470518
6480,0.3264763216,0.6112470518
6481,0.332342512,0.6177432188
6482,0.332342512,0.6177432188
6483,0.332342512,0.6177432188
6484,0.332342512,0.6177432188
6485,0.3522678221,0.6024467693
6486,0.3429971051,0.5947075835
6487,0.3429971051,0.5947075835
6488,0.3429971051,0.5947075835
6489,0.3494476587,0.5965620884
6490,0.3494476587,0.5965620884
6491,0.3494476587,0.5965620884
6492,0.3494476587,0.5965620884
6493,0.3648888144,0.6039666424
6494,0.3648888144,0.6039666424
6495,0.3687984244,0.5975436419
6496,0.3705886754,0.5943773855
6497,0.3547653165,0.5939284927
6498,0.3547653165,0.5939284927
6499,0.3547653165,0.5939284927
6500,0.3601399645,0.5941519405
6501,0.3730983572,0.5956986275
6502,0.3711202788,0.5750579748
6503,0.3711202788,0.5750579748
6504,0.3650354621,0.5908680341
6505,0.3444884507,0.6009022038
6506,0.3464688765,0.572013177
6507,0.3464688765,0.572013177
6508,0.330767773,0.5583868395
6509,0.3167934717,0.5805537344
6510,0.3167934717,0.5805537344
6511,0.3256505764,0.5783137718
6512,0.3256505764,0.5783137718
6513,0.3158209078,0.5740042348
6514,0.3207558238,0.5714537545
6515,0.3207558238,0.5714537545
6516,0.3346577421,0.5635267454
6517,0.3346577421,0.5635267454
6518,0.3346577421,0.5635267454
6519,0.3355356061,0.5559293984
6520,0.3355356061,0.5559293984
6521,0.331318161,0.5539313536
6522,0.331318161,0.5539313536
6523,0.331318161,0.5539313536
6524,0.331318161,0.5539313536
6525,0.3226542517,0.5413062984
6526,0.3226542517,0.5413062984
6527,0.3226542517,0.5413062984
6528,0.3235815152,0.5542696544
6529,0.3139638255,0.5608094968
6530,0.3139638255,0.5608094968
6531,0.3383925465,0.5514846323
6532,0.3383925465,0.5514846323
6533,0.3383925465,0.5514846323
6534,0.3244139821,0.5567142273
6535,0.3244139821,0.5567142273
6536,0.3244139821,0.5567142273
6537,0.3415801983,0.5618870498
6538,0.3336897212,0.5399545008
6539,0.3485616593,0.5337419857
6540,0.3485616593,0.5337419857
6541,0.3485616593,0.5337419857
6542,0.3485616593,0.5337419857
6543,0.3483247822,0.537972265
6544,0.3483247822,0.537972265
6545,0.3413014141,0.5279444508
6546,0.3564444728,0.5348108771
6547,0.3450705236,0.5331534762
6548,0.3450705236,0.5331534762
6549,0.3450705236,0.5331534762
6550,0.3520566764,0.5286197981
6551,0.3520566764,0.5286197981
6552,0.3520566764,0.5286197981
6553,0.3112465662,0.5166238124
6554,0.3093550585,0.5266047652
6555,0.3093550585,0.5266047652
6556,0.319400713,0.5357329975
6557,0.324834812,0.5137941592
6558,0.324834812,0.5137941592
6559,0.315153805,0.5387170062
6560,0.315153805,0.5387170062
6561,0.315153805,0.5387170062
6562,0.315153805,0.5387170062
6563,0.315153805,0.5387170062
6564,0.315153805,0.5387170062
6565,0.315153805,0.5387170062
6566,0.321527406,0.5535491676
6567,0.321527406,0.5535491676
6568,0.321527406,0.5535491676
6569,0.3047763301,0.5435498354
6570,0.3228285625,0.5233642078
6571,0.307618815,0.5141668807
6572,0.307618815,0.5141668807
6573,0.3009549713,0.5144320104
6574,0.3009549713,0.5144320104
6575,0.3009549713,0.5144320104
6576,0.3142179284,0.500567577
6577,0.3153241873,0.5326523282
6578,0.3080520666,0.5176512221
6579,0.3086296563,0.5333995285
6580,0.3054411082,0.5261206604
6581,0.3054411082,0.5261206604
6582,0.3054411082,0.5261206604
6583,0.3145179835,0.5528249526
6584,0.3145179835,0.5528249526
6585,0.3145179835,0.5528249526
6586,0.3193587651,0.5458309771
6587,0.3092627132,0.5638565411
6588,0.3306217954,0.5690798699
6589,0.3465874128,0.5460769698
6590,0.3465874128,0.5460769698
6591,0.3465874128,0.5460769698
6592,0.3465874128,0.5460769698
6593,0.3465874128,0.5460769698
6594,0.3311148382,0.5670151756
6595,0.3204906928,0.5622270103
6596,0.3204906928,0.5622270103
6597,0.3177224705,0.562942139
6598,0.3177224705,0.562942139
6599,0.317939364,0.5884523536
6600,0.3191318112,0.5545306398
6601,0.3191318112,0.5545306398
6602,0.3191318112,0.5545306398
6603,0.3191318112,0.5545306398
6604,0.3191318112,0.5545306398
6605,0.3191318112,0.5545306398
6606,0.3191318112,0.5545306398
6607,0.3191318112,0.5545306398
6608,0.3191318112,0.5545306398
6609,0.3096287118,0.5491155759
6610,0.3096287118,0.5491155759
6611,0.2816918003,0.5482799336
6612,0.2816918003,0.5482799336
6613,0.2816918003,0.5482799336
6614,0.3161287697,0.5783323248
6615,0.3161287697,0.5783323248
6616,0.3107751419,0.5828910131
6617,0.3107751419,0.5828910131
6618,0.3107751419,0.5828910131
6619,0.3107751419,0.5828910131
6620,0.3107751419,0.5828910131
6621,0.3107751419,0.5828910131
6622,0.3107751419,0.5828910131
6623,0.3107751419,0.5828910131
6624,0.3107751419,0.5828910131
6625,0.3114947203,0.5825353055
6626,0.2935793178,0.5850047457
6627,0.2826217409,0.5784772915
6628,0.2851283552,0.6205593054
6629,0.2987507999,0.5826126461
6630,0.2987507999,0.5826126461
6631,0.2987507999,0.5826126461
6632,0.2947627989,0.5776539493
6633,0.2947627989,0.5776539493
6634,0.2947627989,0.5776539493
6635,0.3007847818,0.5607473338
6636,0.3007847818,0.5607473338
6637,0.3138656573,0.5532849233
6638,0.3117056696,0.5320321157
6639,0.3117056696,0.5320321157
6640,0.3117056696,0.5320321157
6641,0.3117056696,0.5320321157
6642,0.3117056696,0.5320321157
6643,0.3117056696,0.5320321157
6644,0.3117056696,0.5320321157
6645,0.3148208196,0.5278543388
6646,0.3148208196,0.5278543388
6647,0.2962029782,0.5243500185
6648,0.2962029782,0.5243500185
6649,0.2962029782,0.5243500185
6650,0.3222915149,0.5486147097
6651,0.3222915149,0.5486147097
6652,0.3023936349,0.5356227099
6653,0.306775282,0.5487295093
6654,0.306775282,0.5487295093
6655,0.306775282,0.5487295093
6656,0.3278037688,0.5593630288
6657,0.3268904587,0.5627682814
6658,0.3268904587,0.5627682814
6659,0.3283043489,0.5797859416
6660,0.3208194692,0.5972911547
6661,0.3208194692,0.5972911547
6662,0.3255900253,0.6060209073
6663,0.313654657,0.5713517285
6664,0.313654657,0.5713517285
6665,0.293404579,0.5915131563
6666,0.293404579,0.5915131563
