"Respondent","RLH","Bx","By","EC"
165,0.784291932,0.975409942,-1.04638481,2.253097187
166,0.5793169703,0.174289406,0.6169543481,-3.158512038
167,0.832826446,0.05801519263,-0.2287620647,-4.407151483
168,0.8200113319,1.521559628,-0.4116098446,0.9300489889
169,0.7307365658,-0.2483197264,-0.8366526459,-3.805539166
170,0.8655342583,-0.8951951835,-0.6763996771,1.22012453
171,0.8383039259,-0.7612283493,-0.8098144364,2.487107234
172,0.694451921,1.424298361,-0.6386778238,-0.7739732608
173,0.8245470973,1.065153819,0.3467334712,3.370671483
174,0.7001042506,-1.240860887,0.0228712845,-0.3221419613
175,0.2910334948,0.668089174,-0.2526833194,-0.04821408977
176,0.8231568087,0.9961023903,-0.9491567454,-3.037066994
177,0.6040834758,1.367529089,-1.006630546,-1.155613322
178,0.8516938884,0.05343204065,0.09060801243,-4.480153126
179,0.5628133202,0.4768898358,1.021604787,1.497333522
180,0.8314382423,1.232517803,-0.9946024919,-0.6437718472
181,0.729252028,-0.8574455891,-0.8521798806,-2.965980286
182,0.8250673213,1.477900501,-0.8731236068,-0.3869552813
183,0.7976046385,1.245188691,-0.3078312504,3.188965983
184,0.6380781918,-0.7168490376,-0.190247812,3.032339362
185,0.824422434,1.390326426,-0.584032678,2.360744629
186,0.7792640698,0.3026718648,-1.403521012,-2.384900217
187,0.7096071756,1.408589384,-0.5443596585,0.4851606898
188,0.5329740915,0.7615297743,-0.3702126633,-3.174396681
189,0.7603532233,1.101905663,0.6422480571,-0.8057010164
190,0.7052964353,0.942606167,-0.5736628377,3.793273949
191,0.9350758038,1.508256933,-0.07313193197,-0.6327357522
192,0.7447132982,0.8336297976,-1.296243072,1.434238218
193,0.8251228322,1.438666911,0.4040590431,0.1728369722
194,0.8746943838,0.3454685242,0.4440997269,-3.874927852
195,0.8248150245,-0.8957371677,-1.009078988,0.7234361328
196,0.8316259991,0.2878872255,-1.532979554,-2.545894926
197,0.7201930679,-0.1164960318,-1.534108876,-1.573846471
198,0.6426350885,1.113483674,-0.9501858436,-1.396449584
199,0.7431409871,1.608210221,0.1346047299,-0.5830469131
200,0.5227792001,-0.1969091237,-0.9674125318,1.25189764
201,0.8225185111,1.579619709,-0.6515241945,0.1248772192
202,0.7060974722,-0.2714341195,0.837285336,1.635802442
203,0.9406961886,1.32068966,-0.6033730762,0.6485243103
204,0.7047131647,-0.5436617009,0.9990532952,1.285600567
205,0.8747533578,1.602541182,-0.2806711753,0.7937517798
206,0.6706436601,-1.121287989,0.1765791805,0.5062303424
207,0.8359323501,-0.8256146317,-0.9061741324,1.354300142
208,0.3864689176,0.5836000661,-0.1973150633,2.592431807
209,0.8402178672,1.549012491,-0.5677384682,-1.136149754
210,0.8821515079,0.9093712103,-0.6139307651,-3.475913542
211,0.8925199423,1.158597851,0.5841819002,-1.193154553
212,0.8569886116,-1.024702196,-0.4363955156,1.187215504
213,0.5670609041,0.8683989279,0.2758310216,2.241007303
214,0.8166962817,0.2790699453,1.060392859,1.658491601
215,0.6046541902,-0.8088140925,0.7004570744,-1.833546906
216,0.7049179422,-1.216847556,0.01966463066,1.395591752
217,0.5605108501,0.6927530331,-0.4231590091,-3.643643633
218,0.7948489731,-1.211902673,0.1027529462,0.369707797
219,0.8317381132,-0.7373541193,0.801220692,-1.388239889
220,0.7421905686,0.1356499592,0.7648720225,4.073620555
221,0.4182240556,-0.5864765723,-0.4346238608,-1.426093422
222,0.9463116667,0.9072935263,-1.151482775,-0.5253822089
223,0.3965867175,0.204578181,0.6649851861,-1.40398217
224,0.3847762687,0.7886036673,-0.1934331882,-1.120894422
225,0.6918477357,1.037529329,-0.8362009937,2.77769332
226,0.8991418104,1.45009888,-0.6363274095,-0.5731520565
227,0.8851477634,-0.8076241912,-1.057729584,-1.14242734
228,0.3166772655,0.497960987,0.4408500411,0.2417942817
229,0.8398768237,0.8205142457,-1.518822012,0.5446372208
230,0.5468115365,0.3818406989,-1.27794678,-0.984700923
231,0.6735072713,1.183236552,-1.331674108,0.864548456
232,0.7329453278,0.3846468368,-1.378536885,-1.643428816
233,0.6374359756,-1.016316603,0.2890469585,-0.4998745537
234,0.7288189972,1.172033438,-0.1564292425,1.591507627
235,0.7559759994,-0.6639156738,0.1993704055,3.449178968
236,0.6255963727,-0.8517549605,0.2518004994,1.278072321
237,0.8799335393,0.2955098099,-1.611631539,-0.3122864951
238,0.5061661757,0.5464845429,0.9282414997,1.762275032
239,0.7309693854,1.08517043,0.4078815629,-2.476643426
240,0.7125990344,1.540445489,0.01621325622,-0.09945660179
241,0.7942017852,-0.5182800258,-1.431397184,0.5645014948
242,0.6962178858,0.5048958855,-0.8820277464,-3.637439573
243,0.8566612386,0.8490214362,-1.272152357,-2.318956807
244,0.9137118356,-0.4098706141,-1.239929918,-0.7326730834
245,0.735031494,1.45279622,-0.1004622113,2.208503535
246,0.661122499,0.5504748485,-0.3970731625,4.112266124
247,0.8035590446,-1.321980649,-0.08781242954,0.03666478275
248,0.4357631135,0.01682099441,0.4245329371,2.503299876
249,0.6001819301,1.059142117,0.6788301862,0.4467215457
250,0.8580899125,1.1132037,-1.176021629,1.225346002
251,0.6610905131,-0.02704343104,-0.6410555025,-4.41498838
252,0.8547426988,-0.1979094461,-1.427817981,1.020624378
253,0.8698139953,1.246683685,-0.3973066764,2.696326665
254,0.8751818461,1.228442403,0.7158674644,0.2657204778
255,0.5922750232,1.166378929,-0.5745036651,-2.411712963
256,0.5730581393,0.5640708315,-1.179084893,-1.712095816
257,0.8498360669,-0.008599407809,0.2809779418,-4.057077089
258,0.600584548,0.3014516339,0.6342717772,3.38322447
259,0.7716850773,0.6215300062,1.045885498,1.303626208
260,0.8945912946,1.31193558,-0.7291021026,1.59846923
261,0.8496282583,1.269732875,-0.7068385174,-2.485742867
262,0.7552159218,1.240356336,-0.7988137212,-2.09969397
263,0.8584262549,1.078065642,-1.393223149,1.024738923
264,0.8207680256,-0.9913226199,-0.5054718427,-1.843907117
265,0.6564909837,0.7608380586,-1.376751792,1.782133324
266,0.8688998764,1.371662928,0.1849701908,-0.9536807135
267,0.8952432242,0.2185677831,-1.494818664,-0.5580995867
268,0.8036833917,0.9966772469,-0.7710804465,-3.189315087
269,0.8290385869,-0.5128272007,0.8839976793,1.61905669
270,0.8916505631,-0.05757315167,0.6355432742,-3.093409989
271,0.8199073923,1.188480643,0.1043923644,-2.620529949
272,0.8499227207,-0.2286656513,0.354660198,-3.867440013
273,0.6094434886,0.9635310339,-0.6965050824,-2.177251689
274,0.6961289165,1.056718001,-0.4741922554,3.701127878
275,0.5367905595,0.7945708761,0.4736815435,1.923346346
276,0.8661540743,1.443062074,0.1557736865,2.202925685
277,0.8337533785,1.44396304,-0.7461874011,-0.8000255306
278,0.7397495445,0.8383153682,0.9802458822,-0.4321541261
279,0.7728857388,1.10182277,-0.1051744411,3.084723526
280,0.4736192435,0.7213570276,-0.595898752,-2.444643863
281,0.8282288892,0.7598988452,-1.501228612,-0.9992264585
282,0.587268428,1.10583824,-0.710017907,-2.266318271
283,0.4864567896,0.4481652133,-0.892117339,2.167249024
284,0.7086057814,-0.2080641921,-1.327331854,-2.294846297
285,0.8642337173,1.468047208,-0.3631066625,-1.156236668
286,0.862416672,0.7448897031,-1.412774322,2.152427333
287,0.7620107538,1.405799743,-0.2269889773,-2.479047101
288,0.7861674488,-0.5995092604,-1.395807752,0.9181127365
289,0.4180206769,-0.3209436399,0.189463713,-1.917890795
290,0.8556653705,1.208721677,0.6565661985,-1.013434549
291,0.9196356015,-0.8936294245,-0.8347545585,-1.347838645
292,0.7107805202,0.3565418609,-1.279226743,-2.883202388
293,0.7788170096,0.02102511984,-0.9867638098,3.543794392
294,0.6530813748,1.220544008,0.1438910978,2.88808925
295,0.6303483345,0.3803695706,1.018945594,-1.984799847
296,0.3560215013,-0.471081484,-0.02402668611,1.289992013
297,0.7818297536,1.234853325,-1.052444761,-1.140535107
298,0.7570050568,1.627867499,-0.2477476005,-0.9294206826
299,0.7833281666,1.37215212,-0.796940694,-1.439093547
300,0.8454961986,0.3728185857,-0.1800037415,-4.182060869
301,0.4629457569,0.4146867874,-0.5979508221,-3.259541176
302,0.4560342238,-0.7961232999,0.4216519737,0.2733922378
303,0.8307405228,-0.9285574026,0.5738355053,0.149725459
304,0.8366874042,1.487534921,-0.7023628197,0.2793318789
305,0.7914322075,0.7522500226,-0.6842261239,3.989582684
306,0.8409337282,-0.3632207642,-1.370412281,1.715883236
307,0.7168030396,1.541645987,0.2565255505,0.4938444119
308,0.9166301543,0.4989522066,-1.453571563,1.488824768
309,0.4243987259,0.3390199984,0.08229083521,-2.981675626
310,0.8551570169,1.420068593,0.3271372697,2.165822758
311,0.8383534605,1.296138062,0.3309710667,-2.281780393
312,0.8099262189,-0.9758666849,-0.6317924289,0.2052180572
313,0.3923514425,-0.6916279643,0.5020361757,-0.2954176392
314,0.8859170574,0.1302552094,-1.548148249,-1.075101801
315,0.9267422617,1.166720393,0.6167108236,0.014507257
316,0.7910783156,0.9143168881,0.8090844285,2.706958534
317,0.8910346064,0.5815103319,-1.364855394,1.031820511
318,0.7986942643,0.06736629146,-1.418700254,2.006788492
319,0.8725607773,1.6910818,-0.3973656376,1.185361694
320,0.6265727906,-0.9337041862,0.4678811098,-0.3953983668
321,0.8699628838,0.204999041,0.4141410211,-3.923815375
322,0.6880381231,0.8400622826,0.6819891691,2.644515668
323,0.7880691906,-0.4713887323,1.006271205,-0.8552698224
324,0.8336048349,0.3940934071,0.06180859582,-4.380314696
325,0.5486704714,0.8166397908,-0.6568016383,-2.946626839
326,0.9151540174,1.389483029,0.3064867047,0.6180574067
327,0.9003408335,1.311664496,-0.311111719,2.138085232
328,0.7782013447,1.352433442,-0.6496909692,1.695084028
329,0.9057602463,1.407917022,-0.8893542388,-0.101314257
330,0.6538024646,0.7979949556,0.2174300119,3.774361125
331,0.439743272,0.6458019764,-0.6394556583,2.485010871
332,0.7523442443,0.5338410779,0.6156946834,-3.581709583
333,0.8800558389,0.6641999464,-0.6135982392,-3.810265517
334,0.8974064163,1.444151619,0.1022407229,1.751308755
335,0.8113832,-0.2935523992,-1.261773365,2.095764872
336,0.8675103554,1.505988437,-0.6009218748,-0.2077790416
337,0.7945564939,1.378948021,-0.4022737297,2.075231935
338,0.7971685929,0.2931302238,0.9814502015,2.622953172
339,0.7156946545,-1.281738424,-0.5278929771,-0.6639405064
340,0.5860676435,1.305659751,-0.5154154029,1.268234399
341,0.9524855342,1.29858089,-0.6260376483,-0.3209034636
342,0.4313835603,-0.06336902549,0.2393261332,2.920133187
343,0.8997991797,1.30382092,-0.6275593183,-1.160091788
344,0.6367133529,-0.3759137651,-0.5709797212,-3.864655553
345,0.7564379321,-0.8821997988,0.4685422753,2.254475062
346,0.8188008659,0.8495076154,0.8744122852,0.2283383033
347,0.8241735135,0.6623130266,-1.478272283,-0.771028432
348,0.7072458578,0.9409795413,0.5032134712,2.941356252
349,0.8678483334,1.113864694,-1.225151418,0.2367520504
350,0.884085994,1.287186148,-0.9322241689,1.121004328
351,0.7395884547,-1.052150476,0.2184865564,1.607701615
352,0.7136606851,1.41638064,-0.6225761778,0.9489279871
353,0.6060505772,-0.8222004922,-0.7548313848,-1.225761582
354,0.866867547,1.094260789,-1.059605994,-1.849961951
355,0.3024617912,-0.3630658037,0.07546393276,-1.139528621
356,0.7396111705,0.1912505551,-0.9903809321,4.075789012
357,0.9153195662,1.396662414,-0.551932962,0.9740098327
358,0.8601753761,0.7310097107,-0.3177725438,-3.911317995
359,0.8049715336,1.178079821,-1.371869521,-0.2047094822
360,0.4551242045,0.1532350833,0.3326176041,-3.157855013
361,0.8020542607,0.5452948676,0.8801132554,-2.55129176
362,0.8595335903,1.266335191,-0.5659177343,-2.389884575
363,0.7582318115,0.599142295,-1.512743793,0.8406998426
364,0.8453267827,0.3648213485,-0.1116156849,-4.316791291
365,0.8582287702,0.310785611,-1.571206984,-0.07246425462
366,0.6983926483,-0.1303970139,0.97523092,-2.417606658
367,0.837546028,-0.3329134932,-1.410263321,-0.8036840229
368,0.5781780984,0.3458684046,-1.274750413,1.030110442
369,0.6217691734,0.6171181104,1.070305709,-0.8772641517
370,0.865426442,-0.7085196085,0.7186183886,1.17932017
371,0.8230729421,-0.9964376086,-0.8651648158,1.006113948
372,0.8764419843,-0.9035247292,-0.5358701799,-1.907970775
373,0.8533042948,0.8551586782,-1.11858526,2.437394026
374,0.5305432703,0.6920170679,-0.7125483131,3.045598637
375,0.866108459,1.134847109,-1.084657012,0.805019443
376,0.4462037554,-0.3086096078,0.4504107765,-2.699495278
377,0.652617969,1.270785554,0.01396350693,2.292814088
378,0.6731516509,1.131018401,-0.751318287,2.091703206
379,0.9315584948,0.9747292845,-1.116507541,-0.9548020427
380,0.6762179828,1.372340366,0.3412375148,0.6148181834
381,0.6189027312,0.5313890127,-1.233846362,2.49306389
382,0.6415417908,1.446969788,0.4957013177,0.1960401358
383,0.8110491225,1.479246248,-0.7274328091,-0.5324068079
384,0.6250605634,1.234780555,0.7147710315,0.6977378987
385,0.8352706103,0.123816051,-0.0196649116,-4.569067512
386,0.8070583352,0.337606666,-0.08563860214,-4.277194451
387,0.9140532116,1.076113728,0.6952903876,0.833120698
388,0.7566556483,1.280871983,-0.4076570096,2.419741496
389,0.8578991642,0.4754464013,-1.211724321,-2.522188937
390,0.8402733755,0.7581234427,1.011349615,-0.7081725239
391,0.8351967265,1.198125497,-0.9404205311,-1.737035471
392,0.6082107273,0.8103052104,-1.216416258,2.438401537
393,0.8909519804,-0.8145661952,-0.8643155323,1.102215151
394,0.7462018135,-0.6405015709,-0.812647132,3.123506828
395,0.7813678987,0.9630084885,0.3571092128,3.50124285
396,0.9200869008,0.3820155056,-1.399825094,-1.291183878
397,0.8331744949,0.4216915036,-1.672374519,0.2103573255
398,0.6736417947,1.265522172,-0.531578675,2.08485163
399,0.7338219802,0.0332385849,0.8944548015,2.864224449
400,0.4682054798,0.5374711708,-1.175411809,0.66858002
401,0.8655339073,0.4878394386,-1.492414826,-0.5635708717
402,0.8237804434,0.7744265914,1.041218513,-0.9276304906
403,0.7474462045,-0.991290492,-0.4097215805,1.960181265
404,0.9005702759,0.9126382192,-1.2477823,1.217777248
405,0.8691457113,1.413728092,-0.1063327229,1.69842631
406,0.8388857097,0.344472165,-0.1226819521,-4.303826298
407,0.6865387879,0.273016586,-0.9207817146,-4.028181655
408,0.5635576093,-0.4962925461,-1.226979197,-0.6686837329
409,0.8423012926,1.085198509,0.4124946637,-2.722630943
410,0.8179221763,1.339444702,0.380757323,2.189174804
411,0.8043492034,0.9656607073,0.9103820684,1.17444219
412,0.9209434804,1.410544367,-0.06585028584,-0.5269266621
413,0.8101515547,1.251694402,-1.230741545,-0.7654137126
414,0.4475037125,-0.1857928564,-0.4174481429,3.017903861
415,0.7990279254,-0.2327123684,1.209939073,0.6241990155
416,0.4600058158,0.5260821813,0.1094225295,2.131517596
417,0.8820628862,-0.3429357579,-0.8725024978,-3.460634553
418,0.5988475141,1.145598438,-0.5303944038,3.328016063
419,0.882014279,-0.6948130957,-1.123033794,0.6192761372
420,0.7719697059,-0.7493980836,-0.8451909421,-3.09135304
421,0.4123689897,0.01584288837,-0.3083414035,3.04318484
422,0.8974303485,1.271080105,-0.7912766792,1.405012893
423,0.7015770121,0.5958825314,0.9044547405,2.406203362
424,0.7319638681,0.4193545936,-1.097217074,-3.255386224
425,0.8696987809,-1.070730614,-0.06242747225,1.166835148
426,0.8772967077,0.5361967937,1.034349719,1.496736359
427,0.7285064076,1.410516594,0.07309769909,-1.750084295
428,0.7112068584,0.8991652856,0.2938581374,-3.297596036
429,0.6134941047,-0.4647610839,0.7242363565,1.645627618
430,0.8220288943,0.8640763875,-1.141348469,2.735829854
431,0.8779528281,-0.5248274137,-1.217573696,1.768793227
432,0.6729909086,-1.045592698,0.2406612641,-1.059881735
433,0.6920878464,-0.1628421103,-1.104242459,-2.123361124
434,0.8125373597,-0.904315375,-1.067952312,-0.6574593837
435,0.5623380694,-0.5275947027,0.8898929469,-0.7943979071
436,0.8285125533,1.39406704,-0.1848413406,2.28329617
437,0.8945546169,0.4042079551,-1.490660706,-1.397996208
438,0.7994305057,1.238934943,-0.340598734,3.319818527
439,0.8348731681,0.04430091469,-0.08056609827,-4.668532486
440,0.8580284778,0.1662869435,-1.22670622,2.540502617
441,0.9147170435,0.9136477085,0.7692824179,1.179835089
442,0.933165152,0.9157168538,-1.145971342,1.106034031
443,0.6447217918,1.1498312,-0.9332704766,1.063783467
444,0.4040849253,-0.1414975371,-0.5714670223,-2.139160093
445,0.3881285023,-0.7483777608,-0.1051718075,0.0965631278
446,0.8116253009,1.342369692,-0.8599789847,1.832739022
447,0.5785382784,0.7802322527,0.8475185871,1.68506299
448,0.7353428504,1.633800594,-0.4385014659,-1.471758743
449,0.3216338387,0.6025586965,0.1338334851,-0.007028698557
450,0.9097147156,0.5005874222,-1.313769746,1.709669805
451,0.8419283958,0.8203158063,-1.141003335,-2.824289548
452,0.8318372175,1.445210502,-0.6762284095,1.46458422
453,0.8228999467,1.196255455,-1.16390963,1.65887137
454,0.8311054339,0.02594090284,1.04417286,2.176670141
455,0.7693767369,-0.8654026891,0.8222614305,-0.09075085534
456,0.8670684104,0.7509485106,-1.384065957,1.400617256
457,0.6683809329,-0.6533363605,-0.0365731558,3.239976764
458,0.685799349,1.117677124,-1.124409578,-1.310809882
459,0.8768166095,1.317748673,0.1528699916,2.129434679
460,0.5359814857,-0.6214430342,0.591295397,1.169348261
461,0.848386964,1.38198493,-0.4705529414,-2.217157782
462,0.4997491807,0.6831017483,-0.908165605,2.329328058
463,0.598130844,0.4399675548,-0.9991875611,-2.841607169
464,0.4531867303,0.4527734807,-1.223831241,-1.265911169
465,0.7667107188,1.119537156,0.5424439967,-1.966593417
466,0.8042510053,1.115678754,0.4703870405,2.934825176
467,0.8146801947,1.10729161,-1.209785637,0.08169329334
468,0.8287112544,1.536045462,-0.72640529,0.8551465613
